cement,addition,a/c,coarse_aggregate,fine_aggregate,age,concrete_compressive_strength
212.0,141.3,0.9599056603773585,973.4,750.0,3,6.81
153.0,102.0,1.2549019607843137,888.0,943.1,28,17.96
236.0,157.0,0.8135593220338984,972.6,749.1,28,32.88
116.0,173.0,1.6551724137931034,909.8,891.9,28,22.35
183.9,122.6,1.10657966286025,959.2,800.0,7,10.79
108.3,162.4,1.8790397045244691,938.2,849.0,7,7.72
203.5,305.3,1.0,963.4,630.0,28,41.68
203.5,305.3,1.0,963.4,630.0,3,9.56
133.0,200.0,1.443609022556391,927.4,839.2,3,6.88
200.0,133.0,0.96,965.4,806.2,7,17.17
200.0,133.0,0.96,965.4,806.2,28,30.44
250.2,166.8,0.8133493205435652,977.6,694.1,3,9.73
122.6,183.9,1.6598694942903753,958.2,800.1,3,3.32
116.0,173.0,1.6551724137931034,909.8,891.9,3,6.28
250.2,166.8,0.8133493205435652,977.6,694.1,28,36.96
192.0,288.0,1.0,929.8,716.1,7,21.48
157.0,236.0,1.2229299363057324,935.4,781.2,3,9.69
153.0,102.0,1.2549019607843137,888.0,943.1,7,8.37
116.0,173.0,1.6551724137931034,909.8,891.9,7,10.09
141.3,212.0,1.4401981599433828,971.8,748.5,3,4.83
122.6,183.9,1.6598694942903753,958.2,800.1,7,10.35
310.0,0.0,0.6193548387096774,1012.0,830.0,3,11.85
310.0,0.0,0.6193548387096774,1012.0,830.0,7,17.24
310.0,0.0,0.6193548387096774,1012.0,830.0,28,27.83
331.0,0.0,0.5800604229607251,1025.0,821.0,3,14.31
331.0,0.0,0.5800604229607251,1025.0,821.0,7,17.44
331.0,0.0,0.5800604229607251,1025.0,821.0,28,31.74
349.0,0.0,0.5501432664756447,1056.0,809.0,3,15.87
349.0,0.0,0.5501432664756447,1056.0,809.0,7,9.01
349.0,0.0,0.5501432664756447,1056.0,809.0,28,33.61
238.0,0.0,0.7815126050420168,1119.0,789.0,7,12.05
238.0,0.0,0.7815126050420168,1119.0,789.0,28,17.54
296.0,0.0,0.6283783783783784,1090.0,769.0,7,18.91
296.0,0.0,0.6283783783783784,1090.0,769.0,28,25.18
297.0,0.0,0.6262626262626263,1040.0,734.0,7,30.96
480.0,0.0,0.4,936.0,721.0,28,43.89
397.0,0.0,0.46851385390428213,1040.0,734.0,28,36.94
281.0,0.0,0.6619217081850534,1104.0,774.0,7,14.5
281.0,0.0,0.6583629893238434,1104.0,774.0,28,22.44
500.0,0.0,0.4,1125.0,613.0,1,12.64
500.0,0.0,0.4,1125.0,613.0,3,26.06
500.0,0.0,0.4,1125.0,613.0,7,33.21
500.0,0.0,0.4,1125.0,613.0,14,36.94
500.0,0.0,0.4,1125.0,613.0,28,44.09
540.0,0.0,0.32037037037037036,1125.0,613.0,7,52.61
540.0,0.0,0.32037037037037036,1125.0,613.0,14,59.76
540.0,0.0,0.32037037037037036,1125.0,613.0,28,67.31
350.0,0.0,0.58,974.0,775.0,7,18.13
350.0,0.0,0.58,974.0,775.0,14,22.53
350.0,0.0,0.58,974.0,775.0,28,27.34
385.0,0.0,0.4831168831168831,966.0,763.0,1,6.27
385.0,0.0,0.4831168831168831,966.0,763.0,3,14.7
385.0,0.0,0.4831168831168831,966.0,763.0,7,23.22
385.0,0.0,0.4831168831168831,966.0,763.0,14,27.92
385.0,0.0,0.4831168831168831,966.0,763.0,28,31.35
349.0,0.0,0.5501432664756447,1047.0,806.0,3,14.99
331.0,0.0,0.5800604229607251,978.0,825.0,3,13.52
382.0,0.0,0.4869109947643979,1047.0,739.0,7,24.0
382.0,0.0,0.4869109947643979,1047.0,739.0,28,37.42
382.0,0.0,0.4869109947643979,1111.0,784.0,7,11.47
281.0,0.0,0.6619217081850534,1104.0,774.0,28,22.44
339.0,0.0,0.5457227138643068,1069.0,754.0,7,21.16
339.0,0.0,0.5457227138643068,1069.0,754.0,28,31.84
295.0,0.0,0.6271186440677966,1069.0,769.0,7,14.8
295.0,0.0,0.6271186440677966,1069.0,769.0,28,25.18
238.0,0.0,0.7773109243697479,1118.0,789.0,28,17.54
296.0,0.0,0.6486486486486487,1085.0,765.0,7,14.2
296.0,0.0,0.6486486486486487,1085.0,765.0,28,21.65
331.0,0.0,0.5800604229607251,879.0,825.0,3,13.52
331.0,0.0,0.5800604229607251,978.0,825.0,7,16.26
331.0,0.0,0.5800604229607251,978.0,825.0,28,31.45
349.0,0.0,0.5501432664756447,1047.0,806.0,7,18.13
349.0,0.0,0.5501432664756447,1047.0,806.0,28,32.72
302.0,0.0,0.6721854304635762,974.0,817.0,14,18.13
540.0,0.0,0.32037037037037036,1125.0,613.0,3,41.64
252.0,0.0,0.7341269841269841,1111.0,784.0,7,13.71
252.0,0.0,0.7341269841269841,1111.0,784.0,28,19.69
339.0,0.0,0.5457227138643068,1060.0,754.0,28,31.65
393.0,0.0,0.48854961832061067,940.0,758.0,3,19.11
393.0,0.0,0.48854961832061067,940.0,758.0,28,39.58
382.0,0.0,0.48429319371727747,1047.0,739.0,7,24.0
382.0,0.0,0.48429319371727747,1047.0,739.0,28,37.42
252.0,0.0,0.7380952380952381,1111.0,784.0,7,11.47
252.0,0.0,0.7341269841269841,1111.0,784.0,28,19.69
310.0,0.0,0.6193548387096774,970.0,850.0,7,14.99
310.0,0.0,0.6193548387096774,970.0,850.0,28,27.92
525.0,0.0,0.36,1125.0,613.0,3,33.8
525.0,0.0,0.36,1125.0,613.0,7,42.42
525.0,0.0,0.36,1125.0,613.0,14,48.4
525.0,0.0,0.36,1125.0,613.0,28,55.94
322.0,0.0,0.6304347826086957,974.0,800.0,14,20.77
322.0,0.0,0.6304347826086957,974.0,800.0,28,25.18
302.0,0.0,0.6721854304635762,974.0,817.0,28,21.75
397.0,0.0,0.4659949622166247,1040.0,734.0,28,39.09
480.0,0.0,0.4,936.0,721.0,3,24.39
522.0,0.0,0.2796934865900383,896.0,896.0,7,50.51
522.0,0.0,0.2796934865900383,896.0,896.0,28,74.99
273.0,187.0,0.7692307692307693,904.0,680.0,28,37.17
162.0,338.0,1.1049382716049383,838.0,741.0,28,33.76
154.0,256.0,1.4285714285714286,923.0,658.0,28,16.5
147.0,204.0,1.3741496598639455,860.0,829.0,28,19.99
152.0,317.0,1.105263157894737,944.0,695.0,28,36.35
310.0,254.0,0.5419354838709678,914.0,651.0,28,33.69
144.0,175.0,1.0972222222222223,943.0,844.0,28,15.42
304.0,140.0,0.7039473684210527,895.0,722.0,28,33.42
374.0,0.0,0.5080213903743316,1013.0,730.0,28,39.05
159.0,265.0,1.10062893081761,953.0,720.0,28,27.68
153.0,239.0,1.3071895424836601,1002.0,684.0,28,26.86
310.0,143.0,0.5419354838709678,914.0,804.0,28,45.3
305.0,100.0,0.6426229508196721,959.0,705.0,28,30.12
151.0,184.0,1.1059602649006623,991.0,772.0,28,15.57
142.0,297.0,1.2253521126760563,883.0,785.0,28,44.61
298.0,244.0,0.674496644295302,878.0,655.0,28,53.52
321.0,164.0,0.5919003115264797,870.0,774.0,28,57.21
366.0,187.0,0.5218579234972678,824.0,757.0,28,65.91
280.0,229.0,0.6142857142857143,825.0,805.0,28,52.82
252.0,173.0,0.7698412698412699,835.0,821.0,28,33.4
165.0,150.0,1.103030303030303,1023.0,729.0,28,18.03
156.0,243.0,1.1538461538461537,1022.0,698.0,28,37.36
160.0,334.0,1.26875,829.0,710.0,28,32.84
298.0,107.0,0.6241610738255033,879.0,815.0,28,42.64
318.0,126.0,0.660377358490566,861.0,737.0,28,40.06
287.0,215.0,0.6550522648083623,904.0,696.0,28,41.94
326.0,166.0,0.5337423312883436,882.0,790.0,28,61.23
356.0,142.0,0.5421348314606742,801.0,778.0,28,40.87
132.0,368.0,1.356060606060606,867.0,736.0,28,33.3
322.0,149.0,0.577639751552795,951.0,709.0,28,52.42
164.0,200.0,1.103658536585366,849.0,846.0,28,15.09
314.0,113.0,0.5414012738853503,925.0,783.0,28,38.46
321.0,128.0,0.5669781931464174,870.0,780.0,28,37.26
140.0,292.0,1.6928571428571428,869.0,656.0,28,35.23
288.0,121.0,0.6145833333333334,908.0,829.0,28,42.13
298.0,107.0,0.7046979865771812,880.0,744.0,28,31.87
265.0,197.0,0.7358490566037735,833.0,790.0,28,41.54
160.0,250.0,1.05,1049.0,688.0,28,39.45
166.0,260.0,1.1024096385542168,859.0,827.0,28,37.91
276.0,206.0,0.6521739130434783,870.0,768.0,28,44.28
322.0,116.0,0.6086956521739131,818.0,813.0,28,31.18
149.0,248.0,1.2953020134228188,892.0,780.0,28,23.69
159.0,187.0,1.1069182389937107,990.0,789.0,28,32.76
261.0,178.0,0.7701149425287356,864.0,761.0,28,32.4
237.0,163.0,1.0421940928270041,853.0,695.0,28,28.63
313.0,113.0,0.5686900958466453,1002.0,689.0,28,36.8
155.0,183.0,1.2451612903225806,1047.0,697.0,28,18.28
146.0,230.0,1.3835616438356164,827.0,872.0,28,33.06
296.0,107.0,0.7466216216216216,819.0,778.0,28,31.42
133.0,210.0,1.4736842105263157,949.0,795.0,28,31.03
313.0,145.0,0.5686900958466453,867.0,824.0,28,44.39
152.0,112.0,1.2105263157894737,992.0,816.0,28,12.18
153.0,258.0,1.1633986928104576,1002.0,689.0,28,25.56
140.0,236.0,1.4285714285714286,916.0,753.0,28,36.44
149.0,236.0,1.1812080536912752,847.0,893.0,28,32.96
300.0,120.0,0.7066666666666667,878.0,728.0,28,23.84
153.0,258.0,1.1633986928104576,867.0,824.0,28,26.23
148.0,137.0,1.0675675675675675,1002.0,830.0,28,17.95
326.0,138.0,0.6104294478527608,801.0,792.0,28,40.68
153.0,145.0,1.1633986928104576,1000.0,822.0,28,19.01
262.0,197.0,0.7442748091603053,895.0,733.0,28,33.72
158.0,195.0,1.3924050632911393,898.0,713.0,28,8.54
151.0,185.0,1.1059602649006623,1074.0,678.0,28,13.46
273.0,90.0,0.7289377289377289,931.0,762.0,28,32.24
149.0,210.0,1.2281879194630871,953.0,780.0,28,23.52
143.0,312.0,1.3356643356643356,967.0,643.0,28,29.72
260.0,179.0,0.6576923076923077,936.0,763.0,28,49.77
313.0,161.0,0.5686900958466453,917.0,759.0,28,52.44
284.0,120.0,0.5915492957746479,970.0,794.0,28,40.93
336.0,0.0,0.5416666666666666,986.0,817.0,28,44.86
145.0,134.0,1.2482758620689656,979.0,812.0,28,13.2
150.0,237.0,1.16,1069.0,675.0,28,37.43
144.0,303.0,1.3333333333333333,814.0,805.0,28,29.87
331.0,170.0,0.5891238670694864,811.0,802.0,28,56.61
155.0,143.0,1.2451612903225806,1047.0,697.0,28,12.46
155.0,183.0,1.2451612903225806,877.0,868.0,28,23.79
135.0,166.0,1.3333333333333333,961.0,805.0,28,13.29
266.0,199.0,0.6691729323308271,910.0,745.0,28,39.42
314.0,258.0,0.5700636942675159,869.0,690.0,28,46.23
313.0,145.0,0.4057507987220447,1000.0,822.0,28,44.52
146.0,173.0,1.2465753424657535,986.0,817.0,28,23.74
144.0,242.0,1.2361111111111112,941.0,774.0,28,26.14
148.0,182.0,1.222972972972973,839.0,884.0,28,15.52
277.0,208.0,0.6895306859205776,946.0,666.0,28,43.57
298.0,107.0,0.5503355704697986,953.0,784.0,28,35.86
313.0,145.0,0.5686900958466453,1002.0,689.0,28,41.05
155.0,327.0,1.2516129032258065,880.0,699.0,28,28.99
289.0,134.0,0.6747404844290658,924.0,760.0,28,46.24
148.0,175.0,1.1554054054054055,1000.0,828.0,28,26.92
145.0,179.0,1.393103448275862,824.0,869.0,28,10.54
313.0,0.0,0.5686900958466453,1000.0,822.0,28,25.1
136.0,288.0,1.2647058823529411,923.0,764.0,28,29.07
155.0,143.0,1.2451612903225806,877.0,868.0,28,9.74
255.0,176.0,0.7411764705882353,919.0,749.0,28,33.8
162.0,379.0,1.3333333333333333,822.0,638.0,28,39.84
136.0,294.0,1.463235294117647,847.0,783.0,28,26.97
164.0,291.0,1.201219512195122,961.0,641.0,28,27.23
162.0,378.0,1.2469135802469136,820.0,680.0,28,30.65
157.0,366.0,1.2738853503184713,819.0,704.0,28,33.05
149.0,347.0,1.2885906040268456,935.0,623.0,28,24.58
135.0,298.0,1.451851851851852,965.0,643.0,28,21.91
159.0,370.0,1.2641509433962264,848.0,669.0,28,30.88
144.0,210.0,1.2222222222222223,1021.0,709.0,28,15.34
154.0,359.0,1.4805194805194806,845.0,612.0,28,24.34
167.0,382.0,1.1077844311377245,898.0,636.0,28,23.89
184.0,276.0,1.1576086956521738,923.0,623.0,28,22.93
156.0,365.0,1.4166666666666667,854.0,614.0,28,29.41
236.9,163.2,1.0422119037568593,852.9,695.4,28,28.63
313.3,113.0,0.5697414618576444,1001.9,688.7,28,36.8
154.8,183.4,1.2487080103359174,1047.4,696.7,28,18.29
145.9,230.5,1.3879369431117203,827.0,871.8,28,32.72
296.0,106.7,0.7479729729729729,819.2,778.4,28,31.42
133.1,210.2,1.4703230653643877,949.4,795.3,28,28.94
313.3,145.0,0.5697414618576444,867.2,824.0,28,40.93
151.6,111.9,1.216358839050132,992.0,815.9,28,12.18
153.1,258.0,1.1659046374918354,1001.9,688.7,28,25.56
139.9,235.89999999999998,1.4317369549678343,916.0,753.4,28,36.44
149.5,236.0,1.1759197324414716,846.8,892.7,28,32.96
299.8,119.8,0.7054703135423616,878.2,727.6,28,23.84
153.1,258.0,1.1659046374918354,867.2,824.0,28,26.23
148.1,136.6,1.0675219446320054,1001.8,830.1,28,17.96
326.5,137.9,0.6094946401225115,801.1,792.5,28,38.63
152.7,144.7,1.16633922724296,999.7,822.2,28,19.01
261.9,196.6,0.7460862924780451,895.2,732.6,28,33.72
158.4,194.9,1.3869949494949494,897.7,712.9,28,8.54
150.7,185.3,1.106171201061712,1074.5,678.0,28,13.46
272.6,89.6,0.7289068231841525,931.3,762.2,28,32.25
149.0,209.3,1.22751677852349,953.4,780.3,28,23.52
143.0,312.1,1.3335664335664335,967.4,643.5,28,29.73
259.9,179.0,0.6564063101192766,935.7,762.9,28,49.77
312.9,160.5,0.5675934803451582,916.6,759.5,28,52.45
284.0,119.7,0.592605633802817,970.4,794.2,28,40.93
336.5,0.0,0.5405646359583952,985.8,816.8,28,44.87
144.8,133.6,1.2486187845303867,979.5,811.5,28,13.2
150.0,236.8,1.1586666666666667,1069.3,674.8,28,37.43
143.7,302.79999999999995,1.3333333333333335,814.1,805.3,28,29.87
330.5,169.6,0.5897125567322239,811.0,802.3,28,56.62
154.8,142.8,1.2487080103359174,1047.4,696.7,28,12.46
154.8,183.4,1.2487080103359174,877.2,867.7,28,23.79
134.7,165.7,1.3377876763177432,961.0,804.9,28,13.29
266.2,199.8,0.6682945154019535,909.7,744.5,28,39.42
314.0,258.5,0.5697452229299363,869.1,690.2,28,46.23
312.7,144.7,0.4070994563479373,999.7,822.2,28,44.52
145.7,172.6,1.2484557309540152,985.8,816.8,28,23.74
143.8,242.5,1.2385257301808066,941.5,774.3,28,26.15
148.1,182.1,1.224848075624578,838.9,884.3,28,15.53
277.0,207.8,0.688086642599278,946.5,665.6,28,43.58
298.1,107.5,0.5488091244548808,953.2,784.0,28,35.87
313.3,145.0,0.5697414618576444,1001.9,688.7,28,41.05
155.2,327.1,1.2487113402061858,879.6,698.5,28,28.99
289.0,133.7,0.6743944636678201,924.1,760.1,28,46.25
147.8,175.1,1.1583220568335586,1000.0,828.5,28,26.92
145.4,178.9,1.3872077028885832,824.0,868.7,28,10.54
312.7,0.0,0.5695554844899264,999.7,822.2,28,25.1
136.4,287.4,1.2580645161290323,922.6,764.4,28,29.07
154.8,142.8,1.2487080103359174,877.2,867.7,28,9.74
255.3,175.8,0.7387387387387386,919.0,749.3,28,33.8
272.8,186.89999999999998,0.7686950146627565,904.0,679.7,28,37.17
162.0,338.2,1.1037037037037039,838.1,741.4,28,33.76
153.6,256.5,1.4329427083333333,923.2,657.9,28,16.5
146.5,203.89999999999998,1.3781569965870308,860.0,829.5,28,19.99
151.8,316.79999999999995,1.103425559947299,944.0,694.6,28,36.35
309.9,254.0,0.5414649887060343,913.9,651.2,28,38.22
143.6,174.9,1.1030640668523677,942.7,844.5,28,15.42
303.6,139.9,0.703227931488801,895.5,722.5,28,33.42
374.3,0.0,0.5081485439487042,1013.2,730.4,28,39.06
158.6,264.9,1.1040353089533417,953.3,719.7,28,27.68
152.6,238.7,1.3106159895150722,1001.8,683.9,28,26.86
310.0,142.8,0.5416129032258065,914.3,804.0,28,45.3
304.8,99.6,0.6430446194225722,959.4,705.2,28,30.12
150.9,183.9,1.1040424121935055,991.2,772.2,28,15.57
141.9,296.29999999999995,1.222692036645525,882.6,785.3,28,44.61
297.8,244.1,0.6759570181329752,878.4,655.3,28,53.52
321.3,164.2,0.5929038281979458,870.0,774.0,28,57.22
366.0,187.0,0.5226775956284153,824.3,756.9,28,65.91
279.8,229.3,0.6161543959971408,825.1,804.9,28,52.83
252.1,172.7,0.7687425624752083,835.5,821.4,28,33.4
164.6,150.4,1.103280680437424,1023.3,728.9,28,18.03
155.6,243.5,1.1587403598971724,1022.0,697.7,28,37.36
160.2,334.4,1.268414481897628,828.7,709.7,28,35.31
298.1,107.0,0.6252935256625293,879.0,815.2,28,42.64
317.9,126.5,0.6596413966656182,860.5,736.6,28,40.06
287.3,214.4,0.6529759832927253,904.4,695.9,28,43.8
325.6,166.4,0.5343980343980343,881.6,790.0,28,61.24
355.9,141.6,0.543130092722675,801.4,778.4,28,40.87
132.0,367.4,1.3553030303030305,866.9,735.6,28,33.31
322.5,148.6,0.576124031007752,951.0,709.5,28,52.43
164.2,200.1,1.1035322777101095,849.3,846.0,28,15.09
313.8,112.6,0.541427660930529,925.3,782.9,28,38.46
321.4,127.9,0.5678282514001245,870.1,779.7,28,37.27
139.7,291.6,1.6943450250536864,868.6,655.6,28,35.23
288.4,121.0,0.615117891816921,907.9,829.5,28,42.14
298.2,107.0,0.7032193158953722,879.6,744.2,28,31.88
264.5,197.5,0.7391304347826086,832.6,790.4,28,41.54
159.8,250.0,1.053817271589487,1049.3,688.2,28,39.46
166.0,259.7,1.1036144578313252,858.8,826.8,28,37.92
276.4,206.3,0.6497829232995659,870.1,768.3,28,44.28
322.2,115.6,0.6083178150217257,817.9,813.4,28,31.18
148.5,248.0,1.2976430976430975,892.4,780.0,28,23.7
159.1,186.7,1.103708359522313,989.6,788.9,28,32.77
260.9,178.8,0.7688769643541588,864.5,761.5,28,32.4
